asv	sum.taxonomy	identificationRemarks
202	asv.202	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus_grevyi, confidences 1;1;1;1;0.12;0.11;0.11;0.11. No VSEARCH hits at 0.97 identity.
203	asv.203	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;0.97;0.3;0.13;0.08. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY778751,LC277824, identities 100,99.4, taxonomy Plicofollis_platystomus,Arius_gagora, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae.
204	asv.204	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Ethmalosa;s__Ethmalosa_fimbriata, confidences 1;0.99;0.99;0.89;0.49;0.09;0.02;0.02. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits AP011567,LC069395, identities 99.4,99.4, taxonomy Stolephorus_waitei,Stolephorus_dubiosus, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus.
205	asv.205	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Eulipotyphla;f__Talpidae;g__Scapanus;s__Scapanus_latimanus, confidences 1;0.97;0.96;0.72;0.16;0.15;0.07;0.05. No VSEARCH hits at 0.97 identity.
206	asv.206	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Rhinopristiformes;f__Rhynchobatidae;g__Rhynchobatus;s__Rhynchobatus_mononoke, confidences 1;0.92;0.7;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
207	asv.207	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_lindmani, confidences 1;1;1;0.98;0.9;0.88;0.83;0.16. No VSEARCH hits at 0.97 identity.
208	asv.208	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Congridae;g__Rhynchoconger;s__Rhynchoconger_flavus, confidences 1;1;0.99;0.8;0.62;0.15;0.14;0.14. No VSEARCH hits at 0.97 identity.
209	asv.209	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Exyrias;s__Exyrias_puntang, confidences 1;1;1;1;0.83;0.83;0.33;0.33. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY688191, identities 100, taxonomy Acentrogobius_viridipunctatus, consensus Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Acentrogobius;Acentrogobius_viridipunctatus.
210	asv.210	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.4;0.31;0.31;0.31;0.31;0.31;0.31. No VSEARCH hits at 0.97 identity.
211	asv.211	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;1;0.98;0.66;0.39. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_048969,LC649132,LC578930,LC277821, identities 97.7,97.7,97.7,97.7, taxonomy Arius_dispar,Arius_manillensis,Arius_arius,Arius_maculatus, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius.
212	asv.212	sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Scoliodon	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Scoliodon;s__Scoliodon_laticaudus, confidences 1;1;1;1;1;1;1;0.74. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KP336547,NC_046016,JQ693102,LC327212, identities 99.5,97.8,97.8,97.8, taxonomy Scoliodon_laticaudus,Rhizoprionodon_acutus,Scoliodon_macrorhynchos,Scoliodon_laticaudus, consensus Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Scoliodon.
213	asv.213	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.57;0.54;0.54;0.54;0.54;0.54;0.54. No VSEARCH hits at 0.97 identity.
214	asv.214	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;1;0.92;0.65;0.34. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277826, identities 98.9, taxonomy Arius_oetik, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik.
215	asv.215	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Parachaeturichthys;s__Parachaeturichthys_polynema, confidences 1;1;1;0.99;0.41;0.36;0.06;0.06. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_081040,LC069758,AF265384, identities 98.8,98.2,97.1, taxonomy Butis_melanostigma,Butis_butis,Butis_melanostigma, consensus Eukaryota;Chordata;Actinopteri;Gobiiformes;Eleotridae;Butis;Butis_melanostigma.
216	asv.216	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri, confidences 1;1;1;1;0.99;0.99;0.99;0.97. No VSEARCH hits at 0.97 identity.
217	asv.217	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Escualosa;s__Escualosa_thoracata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Escualosa;s__Escualosa_thoracata, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC020948,LC277778,AP011601, identities 100,99.4,98.9, taxonomy Escualosa_thoracata,Escualosa_thoracata,Escualosa_thoracata, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Escualosa;Escualosa_thoracata.
218	asv.218	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Callionymidae;g__Callionymus;s__Callionymus_enneactis, confidences 1;1;1;0.83;0.69;0.69;0.4;0.27. No VSEARCH hits at 0.97 identity.
219	asv.219	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Scincidae;g__Plestiodon;s__Plestiodon_longirostris, confidences 1;0.9;0.69;0.08;0.08;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
220	asv.220	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri, confidences 1;1;1;1;0.98;0.98;0.96;0.96. No VSEARCH hits at 0.97 identity.
221	asv.221	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus_scrofa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__Sus_scrofa, confidences 1;1;1;1;1;1;1;0.98. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KF472177,KX147101,AY334492,KT194217,KF569218,DQ444705,KM998967,MH753653,KT372134,MN624263, identities 100,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,98.8, taxonomy Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.
222	asv.222	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Carnivora;f__Phocidae;g__Hydrurga;s__Hydrurga_leptonyx, confidences 1;0.99;0.87;0.54;0.17;0.06;0.03;0.03. No VSEARCH hits at 0.97 identity.
223	asv.223	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Omobranchus;s__Omobranchus_fasciolatoceps	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Omobranchus;s__Omobranchus_fasciolatoceps, confidences 1;1;1;1;0.95;0.95;0.95;0.92. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC340225, identities 100, taxonomy Omobranchus_zebra, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Omobranchus;Omobranchus_zebra.
224	asv.224	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Sisoridae;g__Pseudecheneis;s__Pseudecheneis_sulcata, confidences 1;1;1;1;0.96;0.41;0.38;0.38. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277828, identities 98.3, taxonomy Plicofollis_nella, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Plicofollis;Plicofollis_nella.
225	asv.225	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Thryssa;s__Thryssa_vitrirostris, confidences 1;1;1;0.99;0.98;0.98;0.74;0.31. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC069394, identities 99.4, taxonomy Thryssa_kammalensoides, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Thryssa;Thryssa_kammalensoides.
226	asv.226	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;0.97;0.95;0.75;0.47;0.29;0.29;0.29. No VSEARCH hits at 0.97 identity.
227	asv.227	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Artiodactyla;f__Delphinidae;g__Stenella;s__Stenella_coeruleoalba, confidences 1;1;1;1;1;1;0.45;0.45. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits MG762992,KX857461,EU557092,KX857452,KX857440,KX857411,KX857361,KX857353,X78168,EU557097, identities 100,99.4,98.8,98.8,98.8,98.8,98.8,98.8,98.8,98.2, taxonomy Tursiops_aduncus,Stenella_longirostris,Tursiops_aduncus,Stenella_longirostris,Stenella_longirostris,Stenella_longirostris,Stenella_longirostris,Stenella_longirostris,Stenella_coeruleoalba,Stenella_coeruleoalba, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Stenella;Stenella_longirostris.
228	asv.228	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;1;1;0.94;0.85;0.84;0.83;0.83. No VSEARCH hits at 0.97 identity.
229	asv.229	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Johnius;s__Johnius_grypotus, confidences 1;1;0.98;0.95;0.73;0.69;0.65;0.36. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits MG917695, identities 97, taxonomy Johnius_belangerii, consensus Eukaryota;Chordata;Actinopteri;Sciaenidae;Johnius;Johnius_belangerii.
230	asv.230	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Pseudogobius;s__Pseudogobius_fulvicaudus, confidences 1;1;0.98;0.96;0.67;0.65;0.21;0.21. No VSEARCH hits at 0.97 identity.
231	asv.231	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Cynoglossidae;g__Cynoglossus;s__Cynoglossus_puncticeps, confidences 1;1;1;0.9;0.38;0.34;0.3;0.23. No VSEARCH hits at 0.97 identity.
232	asv.232	sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.
233	asv.233	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Solea;s__Solea_ovata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Solea;s__Solea_ovata, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KF142459, identities 99.4, taxonomy Solea_ovata, consensus Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea_ovata.
234	asv.234	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Scatophagidae;g__Scatophagus;s__Scatophagus_argus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Scatophagidae;g__Scatophagus;s__Scatophagus_argus, confidences 1;1;1;1;1;1;0.98;0.98. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC630823,EF616897,AP006826,AF055598,KY379962, identities 99.4,98.8,98.8,98.3,97.7, taxonomy Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus, consensus Eukaryota;Chordata;Actinopteri;Scatophagidae;Scatophagus;Scatophagus_argus.
235	asv.235	sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus_gallus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus_gallus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY054997,LC012932,AP006746,EF373908,GU261693,GU261680,KY039393,MG605671,MH753652,EF373899, identities 100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,98.9, taxonomy Gallus_gallus,Chrysolophus_pictus,Gallus_sonneratii,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus, consensus Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus.
236	asv.236	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Argyrosomus;s__Argyrosomus_amoyensis, confidences 1;1;1;1;0.88;0.88;0.25;0.04. No VSEARCH hits at 0.97 identity.
237	asv.237	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Dasyuromorphia;f__Thylacinidae;g__Thylacinus;s__Thylacinus_cynocephalus, confidences 1;0.99;0.85;0.48;0.1;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
238	asv.238	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Nematalosa;s__Nematalosa_come, confidences 1;1;1;0.99;0.58;0.19;0.07;0.07. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits AP011567,LC069395, identities 99.4,99.4, taxonomy Stolephorus_waitei,Stolephorus_dubiosus, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus.
239	asv.239	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.45;0.39;0.39;0.39;0.39;0.39;0.39. No VSEARCH hits at 0.97 identity.
240	asv.240	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Nasalis;s__Nasalis_larvatus, confidences 1;0.99;0.93;0.67;0.49;0.34;0.34;0.34. No VSEARCH hits at 0.97 identity.
241	asv.241	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Anodontostoma;s__Anodontostoma_chacunda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Anodontostoma;s__Anodontostoma_chacunda, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KC466691, identities 99.4, taxonomy Anodontostoma_chacunda, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda.
242	asv.242	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri, confidences 1;1;1;1;0.95;0.95;0.93;0.93. No VSEARCH hits at 0.97 identity.
243	asv.243	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Gobiobotia;s__Gobiobotia_macrocephala, confidences 1;1;1;1;1;0.12;0.03;0.03. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC193187,LC193448, identities 100,97.1, taxonomy Puntius_sophore,Puntius_cf._masyai_CBM_DNA_No._2016-525, consensus Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Puntius.
244	asv.244	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Solea;s__Solea_ovata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Soleidae;g__Solea;s__Solea_ovata, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KF142459, identities 99.4, taxonomy Solea_ovata, consensus Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Soleidae;Solea;Solea_ovata.
245	asv.245	sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.
246	asv.246	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Scatophagidae;g__Scatophagus;s__Scatophagus_argus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Scatophagidae;g__Scatophagus;s__Scatophagus_argus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC630823,EF616897,AP006826,AF055598,KY379962, identities 99.4,98.8,98.8,98.3,97.7, taxonomy Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus, consensus Eukaryota;Chordata;Actinopteri;Scatophagidae;Scatophagus;Scatophagus_argus.
247	asv.247	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;1;0.99;0.92;0.86;0.85;0.84;0.84. No VSEARCH hits at 0.97 identity.
248	asv.248	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Argyrosomus;s__Argyrosomus_amoyensis, confidences 1;1;1;1;0.83;0.83;0.29;0.05. No VSEARCH hits at 0.97 identity.
249	asv.249	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Pan;s__Pan_troglodytes, confidences 1;1;1;0.99;0.96;0.96;0.9;0.9. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KX211931, identities 97.1, taxonomy Pan_paniscus, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Pan;Pan_paniscus.
250	asv.250	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Pitheciidae;g__Plecturocebus;s__Plecturocebus_moloch, confidences 1;0.95;0.94;0.69;0.29;0.13;0.06;0.06. No VSEARCH hits at 0.97 identity.
251	asv.251	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;1;1;0.98;0.64;0.23. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_048969,LC649132,LC578930,LC277821, identities 97.7,97.7,97.7,97.7, taxonomy Arius_dispar,Arius_manillensis,Arius_arius,Arius_maculatus, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius.
252	asv.252	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__undef_Eukaryota;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Naviculaceae;g__Navicula;s__Navicula_minima, confidences 1;0.24;0.19;0.19;0.19;0.19;0.19;0.19. No VSEARCH hits at 0.97 identity.
